     
 Tesla Model S PERFORMANCE 2013 26 999 710 614 
 Tesla Model S Performance P 85 2013 28 800 757 440 
 Tesla Model S 85 2014 25 800 675 444 
 Tesla Model S  2014 25 200 659 736 
 Tesla Model S 60 2013 23 500 617 815 
 Tesla Model S 85 2015 30 999 811 864 
 Tesla Model S 75 2016 33 900 891 231 
 Tesla Model S P90 Plus 2014 33 999 889 754 
 Tesla Model S LR DM Raven 2019 74 999 1 973 224 
 Tesla Model S 85D 2015 37 999 999 754 
